Title,Price,Description,Condition,GenreNew,
Assorted Comic Books (1968-1993),0,"Assorted comic books, sold in lots (prices vary). All issues include bag & backer boards:

Lot #1 – Gilbert Shelton - $100:

Freak Brothers No. 1: The Collected Adventures Of... (1971) - $.60 – 11th printing
Freak Brothers No. 2: Further Adventures of those... (Mar. 1972) - $.60 – 7th printing
Freak Brothers No. 3: A Year Passes Like Nothing (1973) - $.75 – 3rd printing
Freak Brothers No. 4: Brother, Can You Spare 75¢ for the... (Nov. 1975) - $.75 – 1st printing
Freak Brothers No. 5: Grass Roots (May 1977) - $.75 – 1st printing
Freak Brothers No. 7: Several Short Stories (1982) - $2.00 – 1st printing
Freak Brothers No. 8: The Idiots Abroad, Part I (1984) - $2.00 – 1st printing
Freak Brothers No. 9: The Idiots Abroad, Part II (1985) - $2.00 – 1st printing
Freak Brothers No. 10: The Idiots Abroad, Part III (1989) - $2.25 – 1st printing
Fat Freddy’s Cat #4 - $.75 – 1st printing (1978)

Lot #2 – Gilbert Shelton, etc. - $150:

Rip Off Comix #1 - $1.00 – 2nd printing (1977)
Rip Off Comix #2 - $1.00 – 2nd printing (1977)
Rip Off Comix #3 - $.75 – 1st printing (1978)
Rip Off Comix #4 - $1.00 – 1st printing (1978)
Rip Off Comix #5 - $1.25 – 1st printing (1979)
Rip Off Comix #6 - $1.25 – 1st printing (1980)
Rip Off Comix #7 - $1.25 – 1st printing (1980)
Rip Off Comix #8 - $1.50 – 1st printing (1981)
Rip Off Comix #9 - $1.50 – 1st printing (1981)
Rip Off Comix #10 - $1.50 – 1st printing (1982)
Rip Off Comix #12 - $2.95 – 1st printing (1983)
(Not only) The Best of Wonder Wart-Hog Vol. II - $.75 (1975) – Rip Off Press
(Not only) The Best of Wonder Wart-Hog Vol. III - $.50 (1973) – The Print Mint
Feds ‘N’ Heads (1968) – Print Mint - $.60 (1968)
Give Me Liberty! – A Revised History of the American Revolution - $.75 (1976)

Lot #3 – Robert Crumb, etc. - $100:

Zap #0 - $.60 – 7th printing – Apex Novelties (1968)
Zap #1 - $.60 – 5th printing – Apex Novelties (1968)
Zap #2 - $.75 – 3rd printing – Apex Novelties (1968)
Zap #3 - $.75 – 3rd printing – Apex Novelties (1968)
Zap #4 - $.75 – 4th printing – Print Mint (1969)
Zap #5 - $.75 – 2nd printing – Print Mint (1970)
Zap #6 - $.75 – 2nd printing – Print Mint (1973)
Zap #7 - $.75 – 2nd printing – Print Mint (1973)
Zap #8 - $.75 – 1st printing – Print Mint (1975)
Mr. Natural #2 (1971) - $1.00 – 4th printing
Mr. Natural #3 (1977) - $1.25 – 5th printing


Lot #4 – Vaughn Bodē - $100:

Junkwaffel #1 - $.50 – 1st printing (1971)
Junkwaffel #2 - $.50 – 1st printing (1972)
Junkwaffel #3 - $.50 – 1st printing (1972)
Junkwaffel #4 - $.50 – 1st printing (1972)
Cheech Wizard Schizophrenia - $.75 – 1st printing (1973)
The Collected Cheech Wizard - $.75 – 2nd printing (1972)
The Man - $.75 – 3rd printing – The Print Mint (1972)

Lot #5 – Batman Classics $50:

Batman Year One - Part 1 (1987) ""Chapter One: Who I Am – How I Come to Be"" (Batman #404) - $.75
Batman Year One - Part 2 (1987) ""Chapter Two: War Is Declared"" (Batman #405) - $.75
Batman Year One - Part 3 (1987) ""Chapter Three: Black Dawn"" (Batman #406) - $.75
Batman Year One - Part 4 (1987) ""Chapter Four: Friend in Need"" (Batman #407) - $.75
Batman - The Dark Night Returns (book) (1986) – DC Comics $12.95

Lot #6 – Superman Classics $50:

The Death of Superman (book) – DC $4.95
Superman - The Death of Superman! – DC Jan ’93 - $1.25
The Man of Steel – The Comics Event of the Century! - #1/6 (1986) $.75
The Man of Steel – Introducing – Lois Lane! - #2/6 (1986) $.75
The Man of Steel – Face to Face with The Dark Night! - #3/6 (1986) $.75
The Man of Steel – Lex Luthor Strikes! - #4/6 (1986) $.75
The Man of Steel – The Beast Within! - #5/6 (1986) $.75
The Man of Steel – Return to Smallville – The Epic Conclusion! - #6/6 (1986) $.75
The Man of Steel #1 (Special Collector’s Edition!) - The Legend Begins (1986) $.75
Reign of the Supermen #12 - Superman in Action Comics #687 – June ’93 - $1.95
Reign of the Supermen #13 - Superman the Man of Steel #22 – June ’93 - $1.95
Reign of the Supermen #14 - Superman #78 - June ’93 - $1.95
Reign of the Supermen #15 - The Adventures of Superman #501 – Late June ’93 - $1.95

Lot #7 – Misc. Underground Classics $20:

Guano Comix #4 (1973) – The Print Mint - $.50 
Meef Comix #1 (1972) – The Print Mint - $.50
Mickey Rat No. 3 (1980) – Last Gasp - $1.25
Thunderdogs (1981) – Rip-Off Press - $1.50",excellent,Children's Books,
Assorted Comic Books (1968-1993),0,"Assorted comic books, sold in lots (prices vary). All issues include bag & backer boards:

Lot #1 – Gilbert Shelton - $100:

Freak Brothers No. 1: The Collected Adventures Of... (1971) - $.60 – 11th printing
Freak Brothers No. 2: Further Adventures of those... (Mar. 1972) - $.60 – 7th printing
Freak Brothers No. 3: A Year Passes Like Nothing (1973) - $.75 – 3rd printing
Freak Brothers No. 4: Brother, Can You Spare 75¢ for the... (Nov. 1975) - $.75 – 1st printing
Freak Brothers No. 5: Grass Roots (May 1977) - $.75 – 1st printing
Freak Brothers No. 7: Several Short Stories (1982) - $2.00 – 1st printing
Freak Brothers No. 8: The Idiots Abroad, Part I (1984) - $2.00 – 1st printing
Freak Brothers No. 9: The Idiots Abroad, Part II (1985) - $2.00 – 1st printing
Freak Brothers No. 10: The Idiots Abroad, Part III (1989) - $2.25 – 1st printing
Fat Freddy’s Cat #4 - $.75 – 1st printing (1978)

Lot #2 – Gilbert Shelton, etc. - $150:

Rip Off Comix #1 - $1.00 – 2nd printing (1977)
Rip Off Comix #2 - $1.00 – 2nd printing (1977)
Rip Off Comix #3 - $.75 – 1st printing (1978)
Rip Off Comix #4 - $1.00 – 1st printing (1978)
Rip Off Comix #5 - $1.25 – 1st printing (1979)
Rip Off Comix #6 - $1.25 – 1st printing (1980)
Rip Off Comix #7 - $1.25 – 1st printing (1980)
Rip Off Comix #8 - $1.50 – 1st printing (1981)
Rip Off Comix #9 - $1.50 – 1st printing (1981)
Rip Off Comix #10 - $1.50 – 1st printing (1982)
Rip Off Comix #12 - $2.95 – 1st printing (1983)
(Not only) The Best of Wonder Wart-Hog Vol. II - $.75 (1975) – Rip Off Press
(Not only) The Best of Wonder Wart-Hog Vol. III - $.50 (1973) – The Print Mint
Feds ‘N’ Heads (1968) – Print Mint - $.60 (1968)
Give Me Liberty! – A Revised History of the American Revolution - $.75 (1976)

Lot #3 – Robert Crumb, etc. - $100:

Zap #0 - $.60 – 7th printing – Apex Novelties (1968)
Zap #1 - $.60 – 5th printing – Apex Novelties (1968)
Zap #2 - $.75 – 3rd printing – Apex Novelties (1968)
Zap #3 - $.75 – 3rd printing – Apex Novelties (1968)
Zap #4 - $.75 – 4th printing – Print Mint (1969)
Zap #5 - $.75 – 2nd printing – Print Mint (1970)
Zap #6 - $.75 – 2nd printing – Print Mint (1973)
Zap #7 - $.75 – 2nd printing – Print Mint (1973)
Zap #8 - $.75 – 1st printing – Print Mint (1975)
Mr. Natural #2 (1971) - $1.00 – 4th printing
Mr. Natural #3 (1977) - $1.25 – 5th printing


Lot #4 – Vaughn Bodē - $100:

Junkwaffel #1 - $.50 – 1st printing (1971)
Junkwaffel #2 - $.50 – 1st printing (1972)
Junkwaffel #3 - $.50 – 1st printing (1972)
Junkwaffel #4 - $.50 – 1st printing (1972)
Cheech Wizard Schizophrenia - $.75 – 1st printing (1973)
The Collected Cheech Wizard - $.75 – 2nd printing (1972)
The Man - $.75 – 3rd printing – The Print Mint (1972)

Lot #5 – Batman Classics $50:

Batman Year One - Part 1 (1987) ""Chapter One: Who I Am – How I Come to Be"" (Batman #404) - $.75
Batman Year One - Part 2 (1987) ""Chapter Two: War Is Declared"" (Batman #405) - $.75
Batman Year One - Part 3 (1987) ""Chapter Three: Black Dawn"" (Batman #406) - $.75
Batman Year One - Part 4 (1987) ""Chapter Four: Friend in Need"" (Batman #407) - $.75
Batman - The Dark Night Returns (book) (1986) – DC Comics $12.95

Lot #6 – Superman Classics $50:

The Death of Superman (book) – DC $4.95
Superman - The Death of Superman! – DC Jan ’93 - $1.25
The Man of Steel – The Comics Event of the Century! - #1/6 (1986) $.75
The Man of Steel – Introducing – Lois Lane! - #2/6 (1986) $.75
The Man of Steel – Face to Face with The Dark Night! - #3/6 (1986) $.75
The Man of Steel – Lex Luthor Strikes! - #4/6 (1986) $.75
The Man of Steel – The Beast Within! - #5/6 (1986) $.75
The Man of Steel – Return to Smallville – The Epic Conclusion! - #6/6 (1986) $.75
The Man of Steel #1 (Special Collector’s Edition!) - The Legend Begins (1986) $.75
Reign of the Supermen #12 - Superman in Action Comics #687 – June ’93 - $1.95
Reign of the Supermen #13 - Superman the Man of Steel #22 – June ’93 - $1.95
Reign of the Supermen #14 - Superman #78 - June ’93 - $1.95
Reign of the Supermen #15 - The Adventures of Superman #501 – Late June ’93 - $1.95

Lot #7 – Misc. Underground Classics $20:

Guano Comix #4 (1973) – The Print Mint - $.50 
Meef Comix #1 (1972) – The Print Mint - $.50
Mickey Rat No. 3 (1980) – Last Gasp - $1.25
Thunderdogs (1981) – Rip-Off Press - $1.50",excellent,Children's Books,
British Foreign Policy 1660-1672 by Keith Feiling PB,27,"British Foreign Policy 1660 to 1672 by Keith Feiling paperback in like-new, unread condition with a few blemishes from storing, 2016 printing, 5x8"" 385 pages
Can meet or mail this",like new,History,
North American Indian Mythology 1970,70,"North American Indian Mythology 1970
excellent condition with dust jacket",excellent,History,
C/C++ Programming Classics,20,Excellent condition with no markings or highlights.,excellent,Education & Teaching,
Log Home Project Planner Book,2,"Log Home Project Planner, by Jim Cooper - an excellent source for anyone trying to complete a log home construction project, including wonderful instructions.  Coming from a non-smoking and pet-free home.

Take a look at reviews and pricing on Amazon:

https://www.amazon.com/Log-Home-Project-Planner-Construction/dp/0970805500",like new,"Arts, Crafts & Photography",
Fashion Coloring Book for Girls,5,"This 72 page book is filled with beautiful pictures to create and color, girls can put their own stamp on all kinds of outfits - from stunning street fashion to cool catwalk couture. With lots of styles to customize, this is the perfect gift for any girl with a passion for fashion.

Compare to Amazon:

https://www.amazon.com/Fashion-Coloring-Book-girls-Beauty/dp/1539116034/ref=sr_1_3?keywords=fashion+coloring+book+for+girls&qid=1570507555&sr=8-3",like new,"Arts, Crafts & Photography",
Bird's Eye: Music Sheet,2,"Bird's Eye, Intermediate Piano Solo, by Matt Schinkse
This is a beautiful, simple and reflective piece.
We needed to purchase it for Federation Piano Festival, but no longer need it.
Trying to recoup some of the cost but also benefit to someone, so you don't need to pay a lot for a one piece piano booklet.

Compare price to Amazon:

https://www.amazon.com/Birds-Eye-Signature-Matt-Schinske/dp/1470620421/ref=sr_1_1?gclid=EAIaIQobChMIj4SL7qTv5AIVaR-tBh3R_wI2EAAYASAAEgL5J_D_BwE&hvadid=329739191504&hvdev=c&hvlocphy=9033270&hvnetw=g&hvpos=1t1&hvqmt=b&hvrand=16502208423285762445&hvtargid=aud-649564993678%3Akwd-422063930546&hydadcr=24657_9648987&keywords=birds+eye+schinske&qid=1569528389&s=gateway&sr=8-1",good,"Arts, Crafts & Photography",
Shopkins: Updated Ultimate Collector's Guide Book,3,"Our daughter was an avid Shopkins collector, and also had this book that she is ready to part with. It's a guide that includes all the essential fun facts and tidbits about the latest Shopkins(TM) characters, including Series 3 and 4!

The book is 112 pages, perfect for ages 4-8, and comes from a pet-free and non-smoking house, and is as new.

Compare to Amazon:

https://www.amazon.com/Shopkins-Updated-Ultimate-Collectors-Guide/dp/0545904978",like new,Children's Books,
Magic Kitten and Magic Puppy Books,3,"These popular 128 page paperbacks by Sue Bentley are purely magical and fantastic reads.  They are a great introduction to the series.  Perfect for 6-8 year olds.
1) Magic Kitten: A Summer Spell (Book #1)
3) Magic Puppy: A New Beginning (Book #1) 
Coming from a pet-free and non-smoking home.  You can buy just one or both.  If you purchase both, I will only ask for $5.

Feel free to take a look at online reviews and further description:

https://www.amazon.com/Summer-Spell-Magic-Kitten/dp/0448449986

https://www.amazon.com/New-Beginning-Magic-Puppy/dp/0448450445/ref=sr_1_1?dchild=1&keywords=Magic+Puppy%3A+A+New+Beginning&qid=1596316044&s=books&sr=1-1",like new,Children's Books,
Princess Posey Books,3,"Buy one or both:

1) Princess Posey and the Perfect Present
2) Princess Posey and the Next-Door Dog

A great read for 5-8 year olds.

Compare price to Amazon:

https://www.amazon.com/Princess-Posey-Perfect-Present-Grader/dp/0142418285/ref=sr_1_2?s=books&ie=UTF8&qid=1522561163&sr=1-2&keywords=princess+posey+books",like new,Children's Books,
